,unit_name,date,unit_work,unit_parks,unit_retail,unit_grocery,unit_transit,unit_residential,subunit_name,subunit_work,subunit_parks,subunit_retail,subunit_grocery,subunit_transit,subunit_residential
719,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Grant County,-0.14,0.8,,,,
720,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Greenwood County,-0.27,,,,,
721,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Harper County,,0.8,,,,
722,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Harvey County,-0.31,,-0.13,,-0.38,0.14
723,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Jackson County,-0.35,,-0.24,-0.33,,
724,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Jefferson County,-0.31,,-0.62,0.13,,
725,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Johnson County,-0.4,,-0.42,-0.24,-0.2,0.12
726,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Kingman County,-0.28,0.8,,,,
727,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Labette County,,,-0.13,,,
728,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Leavenworth County,-0.32,,-0.3,-0.19,-0.43,0.17
729,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Linn County,-0.17,,,,,
730,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Lyon County,-0.23,,-0.41,-0.27,-0.31,0.15
731,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Marion County,-0.28,0.8,,,,
732,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Marshall County,-0.13,,-0.15,,,
733,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,McPherson County,-0.26,,-0.32,,-0.16,0.13
734,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Miami County,-0.28,,-0.19,-0.16,,0.16
735,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Mitchell County,-0.24,0.8,,,,
736,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Montgomery County,,,,0.13,,
737,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Morris County,-0.29,,,,,
738,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Nemaha County,-0.15,0.8,,,,
739,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Neosho County,-0.18,,-0.11,0.15,-0.22,
740,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Osage County,-0.12,,-0.51,,,
741,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Ottawa County,-0.24,,,,,
742,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Pawnee County,-0.26,,-0.22,,,
743,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Pottawatomie County,-0.31,,-0.37,-0.26,,
744,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Pratt County,-0.2,,,,,
745,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Reno County,-0.25,,-0.28,-0.11,-0.16,0.1
746,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Rice County,-0.27,,-0.26,0.1,,
747,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Riley County,-0.38,-0.5,-0.58,-0.34,,0.2
748,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Russell County,-0.17,,-0.66,,,
749,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Saline County,-0.21,,-0.27,-0.16,-0.11,0.11
750,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Scott County,-0.19,0.8,,,,
751,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Sedgwick County,-0.34,0.76,-0.38,-0.16,-0.37,
752,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Seward County,-0.14,,-0.24,,-0.11,
753,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Shawnee County,-0.3,0.55,-0.37,-0.16,0.13,0.1
754,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Sherman County,,,-0.18,,,
755,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Stevens County,,0.8,,,,
756,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Sumner County,-0.3,,-0.26,0.1,,
757,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Thomas County,-0.25,,-0.31,,,
758,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Trego County,,,,-0.14,,
759,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Wabaunsee County,-0.32,,,,,
760,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Washington County,-0.16,,,,,
761,Kansas,2020-03-29,-0.3,0.72,-0.36,-0.14,-0.2,,Wilson County,-0.26,,-0.18,,,
762,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Adair County,-0.39,,-0.22,-0.16,,
763,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Allen County,-0.24,,-0.17,,,
764,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Anderson County,-0.27,,-0.26,,,
765,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Ballard County,-0.24,,,,,
766,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Barren County,-0.28,,-0.31,,,
767,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Bath County,-0.34,,,,,
768,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Bell County,-0.25,,-0.28,-0.12,,
769,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Boone County,-0.37,0.53,-0.44,-0.16,-0.54,
770,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Bourbon County,-0.29,,-0.19,-0.25,,
771,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Boyd County,-0.27,,-0.44,-0.11,-0.18,0.15
772,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Boyle County,-0.38,,-0.4,-0.15,,
773,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Bracken County,-0.33,,,,,
774,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Breathitt County,-0.33,,-0.14,,,
775,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Breckinridge County,-0.21,,,,,
776,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Bullitt County,-0.35,,-0.36,-0.1,-0.26,0.18
777,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Butler County,-0.33,,-0.39,,,
778,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Caldwell County,-0.3,,-0.2,0.1,,
779,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Calloway County,-0.34,,-0.39,-0.1,,0.1
780,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Campbell County,-0.38,,-0.42,,,0.13
781,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Carroll County,,,-0.2,-0.18,,
782,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Carter County,-0.15,,-0.26,,-0.13,
783,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Casey County,-0.38,,,,,
784,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Christian County,-0.36,,-0.21,-0.11,-0.17,0.16
785,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Clark County,-0.34,,-0.27,,,0.12
786,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Clay County,-0.24,,,-0.12,,
787,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Clinton County,-0.29,,,,,
788,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Crittenden County,-0.25,,-0.37,,,
789,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Daviess County,-0.28,0.39,-0.43,-0.16,,
790,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Edmonson County,-0.35,,,,,
791,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Estill County,-0.34,,-0.26,-0.11,,
792,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Fayette County,-0.39,0.57,-0.45,-0.12,-0.46,0.1
793,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Fleming County,-0.39,,-0.1,,,
794,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Floyd County,-0.25,,-0.22,,,
795,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Franklin County,-0.36,,-0.32,-0.15,,0.18
796,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Fulton County,-0.22,,-0.16,-0.12,,
797,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Gallatin County,-0.34,,,0.58,-0.89,
798,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Garrard County,-0.34,,-0.49,,,
799,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Grant County,-0.42,,-0.27,-0.1,,
800,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Graves County,-0.32,,-0.21,,,0.1
801,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Grayson County,-0.36,,-0.13,,,
802,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Green County,-0.3,,,,,
803,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Greenup County,-0.23,,-0.33,,,
804,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Hancock County,-0.32,,,,,
805,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Hardin County,-0.38,,-0.39,-0.16,-0.34,
806,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Harlan County,,,-0.14,,,
807,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Harrison County,-0.33,,0.86,-0.49,,
808,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Hart County,-0.3,,0.1,,-0.15,
809,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Henderson County,-0.3,,-0.21,0.23,,0.16
810,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Henry County,-0.42,,-0.35,,-0.26,
811,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Hopkins County,-0.31,,-0.35,-0.18,-0.37,0.15
812,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Jackson County,-0.38,,,,,
813,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Jefferson County,-0.38,0.83,-0.44,-0.1,-0.37,0.1
814,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Jessamine County,-0.39,,-0.38,-0.24,,0.17
815,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Johnson County,-0.22,,-0.22,-0.17,,
816,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Kenton County,-0.35,,-0.35,,,0.1
817,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Knott County,-0.35,,,,,
818,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Knox County,-0.24,,-0.2,-0.15,,
819,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Larue County,-0.28,,-0.26,,,
820,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Laurel County,-0.3,0.61,-0.36,-0.14,-0.22,0.14
821,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Lawrence County,-0.2,,-0.28,-0.33,,
822,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Letcher County,-0.32,,-0.12,-0.11,,
823,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Lewis County,-0.22,,,-0.14,,
824,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Lincoln County,-0.29,,-0.12,0.16,,
825,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Livingston County,-0.34,,,,,
826,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Logan County,-0.23,,-0.16,,,
827,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Lyon County,-0.29,,-0.33,,,
828,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Madison County,-0.41,,-0.4,-0.15,,
829,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Marion County,-0.34,,-0.12,,,
830,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Marshall County,-0.3,,-0.24,,-0.16,
831,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Mason County,-0.2,,-0.23,,,
832,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,McCracken County,-0.34,-0.24,-0.4,-0.13,-0.15,0.16
833,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,McCreary County,-0.33,,-0.21,,,
834,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,McLean County,-0.27,,,,,
835,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Meade County,-0.29,,-0.26,,,
836,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Menifee County,-0.38,,,,,
837,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Mercer County,-0.28,,-0.25,,,
838,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Metcalfe County,-0.36,,,-0.16,,
839,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Monroe County,-0.33,,-0.16,,,
840,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Montgomery County,-0.23,,-0.28,,,
841,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Morgan County,-0.34,0.8,,,,
842,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Muhlenberg County,-0.3,,-0.26,,,
843,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Nelson County,-0.35,,-0.29,-0.15,,0.17
844,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Nicholas County,-0.43,,,,,
845,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Ohio County,-0.27,,-0.18,,-0.34,
846,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Oldham County,-0.41,,-0.36,,,0.24
847,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Owen County,-0.41,,,,,
848,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Pendleton County,-0.35,,,-0.19,,
849,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Perry County,-0.18,,-0.3,-0.12,,
850,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Pike County,-0.25,,-0.35,-0.12,,
851,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Powell County,-0.37,,,,,
852,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Pulaski County,-0.36,,-0.34,-0.22,,0.15
853,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Rockcastle County,-0.24,,-0.53,-0.21,,
854,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Rowan County,-0.28,,-0.26,,,
855,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Russell County,-0.32,,-0.22,0.1,,
856,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Scott County,-0.42,,-0.38,-0.23,-0.25,0.23
857,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Shelby County,-0.45,,-0.38,,-0.35,0.18
858,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Simpson County,-0.31,,-0.22,,-0.25,
859,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Spencer County,-0.4,,-0.25,,,
860,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Taylor County,-0.22,,-0.33,,,
861,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Todd County,-0.32,,-0.48,,,
862,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Trigg County,-0.35,,-0.27,,,
863,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Trimble County,-0.36,,,,,
864,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Union County,-0.44,,-0.19,-0.1,,
865,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Warren County,-0.37,-0.26,-0.42,-0.23,-0.22,0.1
866,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Washington County,-0.44,,-0.33,,,
867,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Wayne County,-0.29,,,-0.21,,
868,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Webster County,-0.25,,,,,
869,Kentucky,2020-03-29,-0.34,0.68,-0.37,-0.11,-0.34,,Whitley County,-0.26,,-0.33,,,
870,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Acadia Parish,-0.21,,-0.24,,-0.36,0.15
871,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Allen Parish,-0.33,,-0.34,-0.19,,
872,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Ascension Parish,-0.34,,-0.45,-0.21,,0.15
873,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Assumption Parish,-0.36,,,,,
874,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Avoyelles Parish,-0.32,,-0.24,,,
875,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Beauregard Parish,-0.31,,-0.29,-0.1,,
876,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Bienville Parish,-0.32,,-0.41,-0.15,,
877,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Bossier Parish,-0.37,,-0.49,-0.19,-0.3,0.12
878,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Caddo Parish,-0.32,-0.14,-0.36,,-0.31,0.1
879,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Calcasieu Parish,-0.34,,-0.4,-0.19,-0.38,0.11
880,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Caldwell Parish,-0.29,,-0.25,,,
881,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Cameron Parish,-0.17,,,0.1,,
882,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Catahoula Parish,-0.38,,-0.64,-0.2,,
883,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Claiborne Parish,-0.31,,-0.49,-0.18,,
884,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Concordia Parish,-0.2,,-0.23,-0.16,,
885,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,De Soto Parish,-0.24,,-0.13,-0.16,-0.35,
886,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,East Baton Rouge Parish,-0.34,-0.26,-0.48,-0.16,-0.44,0.12
887,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,East Feliciana Parish,-0.35,,-0.23,,,
888,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Evangeline Parish,-0.25,,-0.16,,,
889,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Franklin Parish,-0.22,,-0.28,,,
890,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Grant Parish,-0.2,,,-0.13,,
891,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Iberia Parish,-0.23,-0.3,-0.26,-0.11,,0.16
892,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Iberville Parish,-0.3,,-0.29,,-0.43,
893,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Jackson Parish,-0.3,,-0.19,,,
894,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Jefferson Davis Parish,-0.33,,-0.4,-0.12,-0.47,
895,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Jefferson Parish,-0.44,,-0.49,-0.2,-0.84,0.14
896,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,La Salle Parish,-0.31,,-0.27,,,
897,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Lafayette Parish,-0.31,0.15,-0.44,-0.22,-0.42,0.11
898,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Lafourche Parish,-0.25,,-0.23,-0.13,-0.36,0.12
899,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Lincoln Parish,-0.38,,-0.53,-0.26,,
900,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Livingston Parish,-0.32,-0.13,-0.4,-0.12,-0.16,0.1
901,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Madison Parish,-0.2,,-0.17,,-0.37,
902,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Morehouse Parish,-0.23,,-0.24,,,
903,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Natchitoches Parish,-0.3,,-0.33,-0.24,,
904,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Orleans Parish,-0.54,-0.55,-0.71,-0.35,-0.59,0.16
905,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Ouachita Parish,-0.29,-0.24,-0.41,-0.15,-0.27,
906,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Plaquemines Parish,-0.25,-0.31,-0.39,-0.21,,
907,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Pointe Coupee Parish,-0.16,,-0.15,-0.12,,
908,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Rapides Parish,-0.3,,-0.4,-0.15,-0.55,0.1
909,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Red River Parish,-0.26,0.8,,,,
910,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Richland Parish,-0.16,,-0.24,-0.1,-0.25,
911,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Sabine Parish,-0.23,,-0.16,,,
912,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,St. Bernard Parish,-0.35,-0.21,-0.31,,,0.23
913,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,St. Charles Parish,-0.35,,-0.39,-0.13,-0.18,0.22
914,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,St. Helena Parish,-0.35,,,-0.2,,
915,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,St. James Parish,-0.17,,-0.46,-0.11,,
916,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,St. John the Baptist Parish,-0.37,-0.67,-0.34,,-0.51,0.22
917,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,St. Landry Parish,-0.28,,-0.28,-0.16,-0.4,0.14
918,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,St. Martin Parish,-0.29,-0.1,-0.34,-0.14,-0.45,0.19
919,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,St. Mary Parish,-0.33,,-0.31,-0.11,-0.43,0.15
920,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,St. Tammany Parish,-0.35,,-0.45,-0.19,-0.21,0.11
921,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Tangipahoa Parish,-0.32,-0.2,-0.35,,-0.17,0.1
922,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Terrebonne Parish,-0.32,0.25,-0.43,-0.12,-0.42,
923,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Union Parish,-0.31,,-0.22,,,
924,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Vermilion Parish,-0.29,,-0.21,,,0.16
925,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Vernon Parish,-0.34,,-0.32,-0.21,,0.19
926,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Washington Parish,-0.2,,-0.21,,,
927,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,Webster Parish,-0.31,,-0.27,-0.19,-0.19,0.13
928,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,West Baton Rouge Parish,-0.36,,-0.42,,-0.37,
929,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,West Carroll Parish,-0.22,,-0.23,-0.29,,
930,Louisiana,2020-03-29,-0.35,-0.18,-0.45,-0.16,-0.49,0.11,West Feliciana Parish,-0.45,,-0.54,-0.19,,
931,Michigan,2020-03-29,-0.43,0.15,-0.58,-0.28,-0.55,0.12,Alcona County,-0.45,0.8,,,,
932,Michigan,2020-03-29,-0.43,0.15,-0.58,-0.28,-0.55,0.12,Alger County,-0.56,-0.54,-0.79,-0.57,,
